,ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Facing,Availability_Status
239082,239083,Karnataka,Bangalore,North-East,Independent House,3,3605,293.69,0.08,2003,Semi-furnished,12,23,22,3,4,South,Ready_to_Move
239201,239202,Karnataka,Bangalore,Central,Independent House,4,1843,86.56,0.05,2022,Furnished,10,10,3,4,8,West,Under_Construction
239230,239231,Karnataka,Bangalore,West,Villa,3,4228,396.71,0.09,1997,Semi-furnished,19,22,28,10,5,East,Ready_to_Move
239234,239235,Karnataka,Bangalore,East,Apartment,4,739,99.5,0.13,2015,Furnished,19,12,10,6,1,North,Under_Construction
239401,239402,Karnataka,Bangalore,North,Apartment,5,2136,358.77,0.17,1994,Unfurnished,25,5,31,8,6,South,Ready_to_Move
239489,239490,Karnataka,Bangalore,East,Villa,5,4809,90.91,0.02,2006,Furnished,15,16,19,5,3,North,Ready_to_Move
239535,239536,Karnataka,Bangalore,South-West,Apartment,3,3583,335.76,0.09,2007,Furnished,25,2,18,8,2,North,Under_Construction
239723,239724,Karnataka,Bangalore,South-East,Independent House,4,2383,11.87,0.0,2023,Unfurnished,17,3,2,4,3,South,Ready_to_Move
239774,239775,Karnataka,Bangalore,North-East,Apartment,5,2498,201.73,0.08,2021,Unfurnished,10,25,4,5,10,East,Ready_to_Move
239778,239779,Karnataka,Bangalore,South,Villa,2,3934,228.45,0.06,1991,Furnished,17,16,34,9,6,East,Under_Construction
239833,239834,Karnataka,Bangalore,North-East,Apartment,3,4833,348.92,0.07,2010,Semi-furnished,23,22,15,8,3,South,Ready_to_Move
239853,239854,Karnataka,Bangalore,North-East,Independent House,2,3595,303.27,0.08,2002,Furnished,29,4,23,6,5,East,Under_Construction
239919,239920,Karnataka,Bangalore,North,Independent House,2,2920,108.57,0.04,2004,Semi-furnished,21,28,21,7,6,North,Ready_to_Move
239989,239990,Karnataka,Bangalore,West,Independent House,1,2237,204.68,0.09,2015,Unfurnished,6,13,10,5,8,North,Ready_to_Move
240094,240095,Karnataka,Bangalore,South,Villa,2,4114,496.85,0.12,2021,Unfurnished,21,9,4,10,7,West,Ready_to_Move
240098,240099,Karnataka,Bangalore,Central,Villa,1,4840,465.63,0.1,2019,Unfurnished,12,6,6,8,7,North,Ready_to_Move
240150,240151,Karnataka,Bangalore,North,Independent House,3,2577,419.47,0.16,2006,Furnished,11,12,19,10,1,North,Ready_to_Move
240158,240159,Karnataka,Bangalore,South-East,Villa,5,2927,243.95,0.08,2003,Semi-furnished,20,7,22,7,3,North,Under_Construction
240183,240184,Karnataka,Bangalore,West,Independent House,4,4154,22.34,0.01,2022,Semi-furnished,16,4,3,3,2,South,Ready_to_Move
240205,240206,Karnataka,Bangalore,East,Independent House,4,727,109.81,0.15,1996,Semi-furnished,12,7,29,1,4,West,Under_Construction
240208,240209,Karnataka,Bangalore,South-East,Apartment,5,3342,108.05,0.03,2013,Furnished,14,27,12,4,1,North,Ready_to_Move
240307,240308,Karnataka,Bangalore,South-West,Independent House,1,3904,184.49,0.05,2022,Furnished,18,29,3,9,4,North,Ready_to_Move
240326,240327,Karnataka,Bangalore,Central,Independent House,3,629,181.6,0.29,2022,Furnished,17,21,3,2,6,South,Ready_to_Move
240350,240351,Karnataka,Bangalore,Central,Villa,5,4184,306.95,0.07,2018,Furnished,9,6,7,10,7,North,Under_Construction
240410,240411,Karnataka,Bangalore,Central,Villa,4,3374,209.78,0.06,2013,Unfurnished,28,8,12,2,8,East,Under_Construction
240436,240437,Karnataka,Bangalore,Central,Villa,3,1451,111.62,0.08,2003,Unfurnished,8,9,22,9,2,North,Ready_to_Move
240444,240445,Karnataka,Bangalore,East,Independent House,4,1854,484.43,0.26,2007,Unfurnished,7,26,18,8,4,South,Under_Construction
240519,240520,Karnataka,Bangalore,North-East,Independent House,2,1271,45.19,0.04,2013,Unfurnished,29,6,12,10,8,West,Ready_to_Move
240551,240552,Karnataka,Bangalore,West,Apartment,1,4300,201.76,0.05,2018,Unfurnished,25,13,7,8,4,West,Under_Construction
240663,240664,Karnataka,Bangalore,West,Villa,4,3487,452.07,0.13,2018,Furnished,14,18,7,4,7,West,Ready_to_Move
240701,240702,Karnataka,Bangalore,North,Independent House,2,1991,343.15,0.17,2016,Semi-furnished,2,30,9,3,5,North,Under_Construction
240804,240805,Karnataka,Bangalore,South-West,Independent House,2,4195,264.2,0.06,1994,Furnished,17,9,31,2,6,North,Ready_to_Move
240823,240824,Karnataka,Bangalore,North-East,Villa,3,2292,487.6,0.21,2005,Semi-furnished,23,17,20,9,9,South,Ready_to_Move
240831,240832,Karnataka,Bangalore,East,Independent House,4,3867,272.68,0.07,2007,Unfurnished,15,28,18,6,5,South,Ready_to_Move
240939,240940,Karnataka,Bangalore,North-East,Independent House,5,3549,482.57,0.14,2002,Furnished,1,3,23,8,8,North,Ready_to_Move
241004,241005,Karnataka,Bangalore,West,Independent House,1,1387,164.45,0.12,2005,Unfurnished,9,27,20,4,6,East,Ready_to_Move
241074,241075,Karnataka,Bangalore,North,Apartment,2,3829,473.62,0.12,2001,Unfurnished,21,25,24,10,7,West,Ready_to_Move
241095,241096,Karnataka,Bangalore,East,Villa,2,3855,175.78,0.05,2019,Semi-furnished,26,24,6,5,6,East,Ready_to_Move
241144,241145,Karnataka,Bangalore,North,Apartment,2,1334,301.11,0.23,2016,Semi-furnished,7,23,9,8,2,North,Ready_to_Move
241170,241171,Karnataka,Bangalore,Central,Independent House,4,2866,304.33,0.11,1992,Semi-furnished,1,30,33,4,3,South,Under_Construction
241177,241178,Karnataka,Bangalore,Central,Independent House,3,1515,118.92,0.08,1995,Furnished,5,30,30,4,7,South,Ready_to_Move
241212,241213,Karnataka,Bangalore,South,Independent House,1,1596,319.86,0.2,2013,Semi-furnished,25,30,12,7,6,South,Under_Construction
241283,241284,Karnataka,Bangalore,South,Apartment,5,2582,82.79,0.03,1995,Unfurnished,7,30,30,7,7,West,Ready_to_Move
241298,241299,Karnataka,Bangalore,North-East,Apartment,1,558,258.58,0.46,2016,Semi-furnished,6,23,9,7,6,West,Under_Construction
241515,241516,Karnataka,Bangalore,South-East,Apartment,4,1671,363.2,0.22,1995,Furnished,18,15,30,8,10,East,Under_Construction
241555,241556,Karnataka,Bangalore,South-East,Independent House,5,1701,250.37,0.15,2011,Unfurnished,26,20,14,3,3,North,Ready_to_Move
241629,241630,Karnataka,Bangalore,Central,Villa,5,1111,444.7,0.4,2011,Furnished,18,22,14,1,5,West,Under_Construction
241636,241637,Karnataka,Bangalore,South-West,Apartment,4,1579,79.75,0.05,2023,Furnished,11,6,2,1,3,South,Under_Construction
241814,241815,Karnataka,Bangalore,East,Independent House,4,3180,185.65,0.06,2017,Unfurnished,15,30,8,4,6,South,Ready_to_Move
241855,241856,Karnataka,Bangalore,South-East,Villa,5,1938,259.9,0.13,1992,Unfurnished,12,13,33,4,6,South,Ready_to_Move
241905,241906,Karnataka,Bangalore,South-East,Villa,3,3178,480.0,0.15,2000,Semi-furnished,1,11,25,6,4,South,Ready_to_Move
242092,242093,Karnataka,Bangalore,South,Villa,3,4819,346.22,0.07,1994,Furnished,23,17,31,6,6,West,Ready_to_Move
242095,242096,Karnataka,Bangalore,North,Apartment,1,1752,393.29,0.22,2015,Furnished,4,19,10,10,9,West,Under_Construction
242097,242098,Karnataka,Bangalore,South-West,Apartment,1,2065,241.85,0.12,2016,Semi-furnished,10,22,9,1,7,West,Under_Construction
242240,242241,Karnataka,Bangalore,East,Independent House,5,3321,245.28,0.07,2021,Unfurnished,24,6,4,5,7,North,Under_Construction
242280,242281,Karnataka,Bangalore,Central,Villa,5,2159,335.47,0.16,2004,Semi-furnished,17,10,21,10,7,South,Under_Construction
242299,242300,Karnataka,Bangalore,North-East,Apartment,2,2105,495.73,0.24,2023,Semi-furnished,18,26,2,2,2,West,Under_Construction
242358,242359,Karnataka,Bangalore,North-East,Villa,4,1308,348.42,0.27,2014,Furnished,17,18,11,8,10,East,Under_Construction
242375,242376,Karnataka,Bangalore,East,Villa,4,2492,431.33,0.17,2011,Unfurnished,24,11,14,5,1,East,Under_Construction
242414,242415,Karnataka,Bangalore,South-East,Independent House,3,2823,333.61,0.12,1996,Furnished,13,8,29,3,2,West,Under_Construction
242465,242466,Karnataka,Bangalore,Central,Apartment,5,1720,361.63,0.21,2010,Semi-furnished,5,8,15,3,1,West,Under_Construction
242569,242570,Karnataka,Bangalore,North-East,Villa,2,648,154.33,0.24,2000,Unfurnished,8,16,25,6,5,West,Under_Construction
242619,242620,Karnataka,Bangalore,South-East,Villa,3,3419,42.64,0.01,2018,Unfurnished,2,10,7,8,8,North,Under_Construction
242645,242646,Karnataka,Bangalore,South-West,Independent House,2,3027,350.32,0.12,2017,Furnished,25,16,8,5,1,East,Ready_to_Move
242651,242652,Karnataka,Bangalore,Central,Independent House,3,3152,252.12,0.08,2022,Semi-furnished,14,25,3,10,1,North,Under_Construction
242667,242668,Karnataka,Bangalore,North-East,Apartment,2,2932,124.86,0.04,1999,Furnished,6,25,26,4,10,North,Under_Construction
242669,242670,Karnataka,Bangalore,South-East,Independent House,4,977,147.65,0.15,2011,Semi-furnished,12,4,14,2,1,South,Under_Construction
242872,242873,Karnataka,Bangalore,South-West,Villa,4,3697,330.61,0.09,1999,Semi-furnished,20,12,26,6,1,East,Ready_to_Move
242890,242891,Karnataka,Bangalore,East,Independent House,5,740,452.6,0.61,2001,Furnished,18,29,24,1,10,North,Ready_to_Move
242924,242925,Karnataka,Bangalore,Central,Apartment,3,3511,487.9,0.14,2008,Unfurnished,23,14,17,6,9,North,Under_Construction
243054,243055,Karnataka,Bangalore,Central,Independent House,4,3126,121.52,0.04,2001,Unfurnished,23,27,24,2,10,West,Ready_to_Move
243125,243126,Karnataka,Bangalore,West,Villa,3,3961,342.43,0.09,2020,Semi-furnished,16,18,5,5,7,North,Under_Construction
243233,243234,Karnataka,Bangalore,South-West,Independent House,2,3415,319.79,0.09,2020,Semi-furnished,23,24,5,6,1,South,Ready_to_Move
243287,243288,Karnataka,Bangalore,North-East,Villa,2,665,172.65,0.26,2003,Furnished,24,2,22,2,5,South,Under_Construction
243311,243312,Karnataka,Bangalore,South-West,Villa,2,2455,475.24,0.19,2006,Semi-furnished,17,21,19,4,7,East,Under_Construction
243325,243326,Karnataka,Bangalore,South-East,Independent House,2,1885,448.28,0.24,2019,Unfurnished,20,24,6,10,5,East,Ready_to_Move
243401,243402,Karnataka,Bangalore,North,Apartment,1,1225,84.3,0.07,2001,Unfurnished,9,3,24,7,2,West,Under_Construction
243430,243431,Karnataka,Bangalore,South-West,Villa,1,3804,205.49,0.05,2005,Furnished,14,24,20,1,6,North,Ready_to_Move
243464,243465,Karnataka,Bangalore,South-East,Independent House,5,4809,190.04,0.04,2014,Furnished,26,1,11,10,7,South,Ready_to_Move
243608,243609,Karnataka,Bangalore,Central,Villa,3,872,156.94,0.18,1994,Semi-furnished,5,14,31,3,5,West,Ready_to_Move
243640,243641,Karnataka,Bangalore,South-East,Apartment,2,3789,356.56,0.09,2004,Semi-furnished,2,13,21,3,10,South,Under_Construction
243646,243647,Karnataka,Bangalore,South-East,Apartment,4,1267,207.67,0.16,2020,Semi-furnished,3,23,5,5,10,West,Under_Construction
243693,243694,Karnataka,Bangalore,South-East,Apartment,1,1988,59.23,0.03,2005,Unfurnished,1,8,20,9,9,North,Under_Construction
243791,243792,Karnataka,Bangalore,North-East,Apartment,4,4922,191.42,0.04,2001,Furnished,5,7,24,4,4,West,Ready_to_Move
243894,243895,Karnataka,Bangalore,North-East,Villa,1,3195,111.13,0.03,1994,Unfurnished,9,24,31,3,6,East,Under_Construction
243951,243952,Karnataka,Bangalore,Central,Apartment,3,4596,327.65,0.07,1990,Semi-furnished,9,13,35,1,8,North,Ready_to_Move
244299,244300,Karnataka,Bangalore,Central,Villa,2,3651,332.15,0.09,2022,Semi-furnished,7,3,3,10,3,North,Under_Construction
244319,244320,Karnataka,Bangalore,South-East,Apartment,4,3583,209.85,0.06,2023,Unfurnished,25,3,2,6,6,South,Under_Construction
244416,244417,Karnataka,Bangalore,South-West,Apartment,2,1580,100.22,0.06,2004,Semi-furnished,29,18,21,1,3,East,Ready_to_Move
244419,244420,Karnataka,Bangalore,South,Apartment,1,2713,234.42,0.09,2023,Furnished,15,6,2,3,1,West,Under_Construction
244450,244451,Karnataka,Bangalore,North,Independent House,1,991,498.38,0.5,2023,Semi-furnished,14,2,2,8,1,South,Under_Construction
244463,244464,Karnataka,Bangalore,South-West,Villa,5,1850,12.14,0.01,2008,Semi-furnished,0,5,17,1,3,South,Ready_to_Move
244467,244468,Karnataka,Bangalore,West,Independent House,3,3284,321.55,0.1,2008,Semi-furnished,26,6,17,3,3,South,Under_Construction
244509,244510,Karnataka,Bangalore,North-East,Villa,5,2577,310.65,0.12,1996,Semi-furnished,14,30,29,2,8,West,Under_Construction
244512,244513,Karnataka,Bangalore,Central,Apartment,4,4420,481.13,0.11,1991,Unfurnished,0,22,34,8,6,East,Under_Construction
244664,244665,Karnataka,Bangalore,South-West,Independent House,5,1181,283.41,0.24,2005,Furnished,0,29,20,1,2,North,Under_Construction
244739,244740,Karnataka,Bangalore,North-East,Independent House,5,4823,165.21,0.03,1995,Unfurnished,25,26,30,6,3,West,Under_Construction
244773,244774,Karnataka,Bangalore,Central,Villa,1,3031,496.27,0.16,2004,Unfurnished,16,3,21,5,2,South,Ready_to_Move
244847,244848,Karnataka,Bangalore,West,Villa,5,4487,423.28,0.09,2011,Unfurnished,8,2,14,1,6,North,Ready_to_Move
244877,244878,Karnataka,Bangalore,East,Villa,3,1146,95.49,0.08,1996,Semi-furnished,0,23,29,4,2,North,Under_Construction
244884,244885,Karnataka,Bangalore,North-East,Apartment,5,4288,170.41,0.04,1996,Semi-furnished,10,16,29,6,9,South,Under_Construction
244915,244916,Karnataka,Bangalore,East,Villa,5,4566,278.47,0.06,1993,Unfurnished,29,30,32,4,8,South,Under_Construction
244916,244917,Karnataka,Bangalore,Central,Independent House,3,1524,316.39,0.21,1996,Semi-furnished,7,4,29,9,1,West,Ready_to_Move
244945,244946,Karnataka,Bangalore,North-East,Apartment,4,976,284.49,0.29,1992,Unfurnished,14,17,33,7,3,East,Ready_to_Move
244980,244981,Karnataka,Bangalore,South-West,Villa,2,4544,485.7,0.11,2014,Unfurnished,6,25,11,8,10,West,Ready_to_Move
245034,245035,Karnataka,Bangalore,South-East,Villa,5,4366,350.04,0.08,2000,Furnished,5,9,25,7,4,North,Under_Construction
245036,245037,Karnataka,Bangalore,Central,Villa,3,751,264.34,0.35,1998,Furnished,8,28,27,1,9,North,Under_Construction
245143,245144,Karnataka,Bangalore,South,Villa,3,3837,477.34,0.12,2000,Unfurnished,25,9,25,9,9,South,Ready_to_Move
245147,245148,Karnataka,Bangalore,North-East,Independent House,1,3287,136.4,0.04,2022,Unfurnished,4,16,3,6,8,South,Ready_to_Move
245264,245265,Karnataka,Bangalore,East,Apartment,2,4950,51.77,0.01,2020,Unfurnished,18,21,5,10,7,South,Under_Construction
245397,245398,Karnataka,Bangalore,North,Villa,3,1305,166.84,0.13,1997,Unfurnished,27,12,28,6,6,South,Ready_to_Move
245441,245442,Karnataka,Bangalore,South-West,Independent House,5,1135,396.25,0.35,2018,Unfurnished,14,15,7,6,8,East,Ready_to_Move
245494,245495,Karnataka,Bangalore,East,Independent House,4,3658,256.8,0.07,2017,Furnished,2,13,8,4,3,North,Ready_to_Move
245550,245551,Karnataka,Bangalore,North-East,Independent House,1,4899,87.3,0.02,1994,Furnished,1,10,31,9,2,East,Ready_to_Move
245582,245583,Karnataka,Bangalore,South,Apartment,2,4357,32.14,0.01,1997,Semi-furnished,15,30,28,10,7,North,Under_Construction
245640,245641,Karnataka,Bangalore,South-West,Apartment,5,3877,455.77,0.12,2003,Unfurnished,28,28,22,1,5,North,Ready_to_Move
245682,245683,Karnataka,Bangalore,North,Independent House,2,4591,317.93,0.07,2007,Unfurnished,19,28,18,8,5,East,Ready_to_Move
245693,245694,Karnataka,Bangalore,North-East,Villa,4,2374,77.07,0.03,2013,Semi-furnished,14,5,12,5,7,East,Ready_to_Move
245742,245743,Karnataka,Bangalore,East,Independent House,4,3937,140.17,0.04,2007,Semi-furnished,17,24,18,7,8,North,Ready_to_Move
245784,245785,Karnataka,Bangalore,East,Independent House,4,3227,367.89,0.11,2014,Unfurnished,26,7,11,6,10,West,Ready_to_Move
245818,245819,Karnataka,Bangalore,South-East,Independent House,4,1917,308.2,0.16,2010,Semi-furnished,21,2,15,4,8,East,Under_Construction
245856,245857,Karnataka,Bangalore,East,Independent House,3,4059,415.77,0.1,2011,Unfurnished,13,5,14,6,6,East,Under_Construction
245922,245923,Karnataka,Bangalore,South,Apartment,2,4354,118.01,0.03,2002,Unfurnished,24,13,23,5,6,West,Ready_to_Move
245954,245955,Karnataka,Bangalore,North-East,Apartment,5,1401,180.84,0.13,1993,Furnished,15,22,32,7,9,East,Under_Construction
245994,245995,Karnataka,Bangalore,South-East,Apartment,3,1300,136.92,0.11,2001,Unfurnished,3,12,24,9,5,East,Ready_to_Move
246005,246006,Karnataka,Bangalore,West,Villa,4,867,15.52,0.02,2008,Semi-furnished,17,20,17,1,5,East,Ready_to_Move
246067,246068,Karnataka,Bangalore,South-West,Apartment,1,2601,351.82,0.14,1990,Furnished,15,5,35,6,6,East,Ready_to_Move
246179,246180,Karnataka,Bangalore,South-East,Independent House,1,2960,432.02,0.15,2014,Unfurnished,5,22,11,5,1,West,Ready_to_Move
246226,246227,Karnataka,Bangalore,South,Independent House,2,956,154.99,0.16,2003,Unfurnished,26,12,22,7,6,North,Ready_to_Move
246262,246263,Karnataka,Bangalore,South-East,Apartment,4,535,281.81,0.53,2012,Semi-furnished,19,1,13,7,5,West,Ready_to_Move
246284,246285,Karnataka,Bangalore,South-East,Villa,4,4757,21.47,0.0,1997,Unfurnished,29,15,28,9,5,East,Under_Construction
246405,246406,Karnataka,Bangalore,South-East,Independent House,1,3461,401.19,0.12,1993,Semi-furnished,26,14,32,4,7,East,Under_Construction
246641,246642,Karnataka,Bangalore,North-East,Apartment,3,2198,124.85,0.06,2019,Unfurnished,28,30,6,5,8,East,Ready_to_Move
246811,246812,Karnataka,Bangalore,East,Independent House,1,2015,218.79,0.11,1998,Semi-furnished,12,23,27,8,6,North,Under_Construction
246837,246838,Karnataka,Bangalore,Central,Apartment,2,2775,453.5,0.16,2003,Unfurnished,16,5,22,5,1,East,Under_Construction
246928,246929,Karnataka,Bangalore,East,Apartment,3,2827,318.49,0.11,2020,Semi-furnished,28,1,5,1,9,East,Ready_to_Move
246936,246937,Karnataka,Bangalore,North-East,Independent House,2,2735,255.59,0.09,2022,Semi-furnished,11,15,3,3,9,West,Ready_to_Move
246965,246966,Karnataka,Bangalore,South,Independent House,4,2930,331.39,0.11,2011,Semi-furnished,20,23,14,10,10,West,Ready_to_Move
247002,247003,Karnataka,Bangalore,South-East,Villa,2,4072,166.58,0.04,2016,Unfurnished,27,27,9,1,4,North,Ready_to_Move
247010,247011,Karnataka,Bangalore,West,Independent House,2,3523,353.34,0.1,2023,Unfurnished,22,26,2,7,5,North,Ready_to_Move
247014,247015,Karnataka,Bangalore,North-East,Independent House,5,4239,209.03,0.05,1995,Semi-furnished,5,11,30,6,6,North,Ready_to_Move
247020,247021,Karnataka,Bangalore,Central,Villa,3,603,352.16,0.58,2003,Semi-furnished,1,19,22,5,9,West,Ready_to_Move
247109,247110,Karnataka,Bangalore,South-East,Apartment,4,1066,499.2,0.47,1991,Semi-furnished,15,17,34,6,5,West,Under_Construction
247358,247359,Karnataka,Bangalore,West,Apartment,1,2429,433.81,0.18,2018,Semi-furnished,17,2,7,9,5,West,Under_Construction
247381,247382,Karnataka,Bangalore,North,Independent House,2,3644,161.17,0.04,1990,Semi-furnished,8,23,35,1,3,East,Under_Construction
247587,247588,Karnataka,Bangalore,East,Apartment,1,3140,288.07,0.09,2010,Unfurnished,2,7,15,3,1,South,Under_Construction
247626,247627,Karnataka,Bangalore,South,Villa,3,3642,80.1,0.02,2007,Furnished,1,20,18,5,9,West,Under_Construction
247652,247653,Karnataka,Bangalore,South,Villa,3,1342,85.78,0.06,2005,Semi-furnished,6,18,20,4,2,East,Under_Construction
247721,247722,Karnataka,Bangalore,South,Villa,2,4678,497.78,0.11,1997,Semi-furnished,18,3,28,2,4,East,Under_Construction
247764,247765,Karnataka,Bangalore,North,Independent House,5,2688,345.21,0.13,2012,Unfurnished,20,29,13,2,3,West,Ready_to_Move
247882,247883,Karnataka,Bangalore,Central,Independent House,3,1053,52.48,0.05,2003,Semi-furnished,6,9,22,10,10,East,Under_Construction
247901,247902,Karnataka,Bangalore,South-West,Independent House,4,2096,423.84,0.2,2007,Furnished,25,26,18,3,6,North,Ready_to_Move
247956,247957,Karnataka,Bangalore,South-West,Independent House,4,1445,327.89,0.23,1998,Unfurnished,5,21,27,4,8,West,Ready_to_Move
247962,247963,Karnataka,Bangalore,West,Villa,4,2900,226.22,0.08,2010,Furnished,25,9,15,7,8,East,Under_Construction
248056,248057,Karnataka,Bangalore,Central,Independent House,4,754,177.43,0.24,1993,Furnished,23,26,32,10,3,North,Ready_to_Move
248061,248062,Karnataka,Bangalore,Central,Villa,3,1551,284.9,0.18,1997,Furnished,6,7,28,5,5,East,Ready_to_Move
248064,248065,Karnataka,Bangalore,South,Apartment,3,3174,109.91,0.03,2012,Unfurnished,4,10,13,2,5,West,Ready_to_Move
248066,248067,Karnataka,Bangalore,East,Independent House,1,3917,330.75,0.08,1995,Furnished,20,24,30,9,9,South,Under_Construction
248112,248113,Karnataka,Bangalore,South-East,Apartment,1,4126,66.41,0.02,2012,Unfurnished,26,28,13,10,4,North,Ready_to_Move
248265,248266,Karnataka,Bangalore,North-East,Villa,1,3092,179.73,0.06,1992,Semi-furnished,16,8,33,2,5,West,Ready_to_Move
